gender,age,occupation,lower_wage,upper_wage,middle_salary
M,32,4,30000,40000,35000
M,41,4,30000,40000,35000
M,34,4,30000,40000,35000
M,63,4,35000,45000,40000
M,33,4,30000,38000,34000
M,32,4,30000,40000,35000
M,47,4,30000,40000,35000
M,39,4,30000,40000,35000
M,28,4,30000,38000,34000
M,53,4,35000,45000,40000
M,26,4,28000,35000,31500
M,45,4,30000,40000,35000
M,60,4,35000,45000,40000
M,62,4,35000,45000,40000
M,57,4,30000,40000,35000
M,45,4,30000,40000,35000
M,57,4,35000,45000,40000
M,38,4,30000,40000,35000
M,48,4,30000,40000,35000
M,27,4,30000,38000,34000
M,29,4,30000,38000,34000
M,35,4,30000,40000,35000
M,43,4,30000,40000,35000
M,31,4,30000,40000,35000
M,51,4,35000,45000,40000
M,59,4,35000,45000,40000
M,35,4,30000,40000,35000
M,42,4,30000,40000,35000
M,64,4,35000,45000,40000
M,63,4,35000,45000,40000
M,35,4,30000,40000,35000
M,39,4,30000,40000,35000
M,52,4,35000,45000,40000
M,40,4,30000,40000,35000
M,39,4,30000,40000,35000
M,46,4,30000,40000,35000
M,30,4,30000,40000,35000
M,37,4,30000,40000,35000
M,58,4,35000,45000,40000
M,57,4,35000,45000,40000
M,44,4,30000,40000,35000
M,50,4,30000,40000,35000
M,27,4,30000,38000,34000
M,37,4,30000,40000,35000
M,30,4,30000,40000,35000
M,41,4,30000,40000,35000
M,64,4,35000,45000,40000
M,30,4,30000,40000,35000
M,56,4,35000,45000,40000
M,39,4,30000,40000,35000
M,27,4,30000,35000,32500
M,42,4,30000,40000,35000
M,35,4,30000,40000,35000
M,38,4,30000,40000,35000
M,65,4,35000,45000,40000
M,62,4,35000,45000,40000
M,64,4,35000,45000,40000
M,59,4,35000,45000,40000
M,53,4,35000,45000,40000
M,63,4,35000,45000,40000
M,29,4,30000,40000,35000
M,37,4,30000,40000,35000
M,29,4,30000,38000,34000
M,35,4,30000,40000,35000
M,56,4,35000,45000,40000
M,33,4,30000,38000,34000
M,40,4,30000,40000,35000
M,65,4,30000,45000,37500
M,56,4,35000,45000,40000
M,39,4,30000,40000,35000
M,32,4,30000,40000,35000
M,26,4,30000,35000,32500
M,39,4,30000,40000,35000
M,47,4,30000,40000,35000
M,58,4,35000,45000,40000
M,34,4,30000,40000,35000
M,49,4,30000,40000,35000
M,47,4,30000,40000,35000
M,60,4,35000,45000,40000
M,44,4,30000,40000,35000
M,56,4,35000,45000,40000
M,50,4,30000,40000,35000
M,48,4,30000,40000,35000
M,53,4,35000,45000,40000
M,47,4,30000,40000,35000
M,58,4,35000,45000,40000
M,54,4,35000,45000,40000
M,37,4,30000,40000,35000
M,40,4,30000,40000,35000
M,33,4,30000,40000,35000
M,44,4,30000,40000,35000
M,55,4,35000,45000,40000
M,35,4,30000,40000,35000
M,61,4,35000,45000,40000
M,34,4,30000,40000,35000
M,38,4,30000,40000,35000
M,41,4,30000,40000,35000
M,29,4,30000,38000,34000
M,52,4,35000,45000,40000
M,46,4,30000,40000,35000
M,57,4,32000,42000,37000
M,31,4,30000,35000,32500
M,50,4,35000,45000,40000
M,28,4,30000,38000,34000
M,50,4,35000,45000,40000
M,37,4,30000,40000,35000
M,46,4,32000,42000,37000
M,51,4,35000,45000,40000
M,56,4,35000,45000,40000
M,58,4,35000,45000,40000
M,42,4,30000,40000,35000
M,25,4,28000,35000,31500
M,34,4,30000,40000,35000
M,44,4,30000,40000,35000
M,63,4,35000,45000,40000
M,63,4,35000,45000,40000
M,64,4,35000,45000,40000
M,60,4,35000,45000,40000
M,63,4,30000,40000,35000
M,39,4,30000,40000,35000
M,65,4,35000,45000,40000
M,62,4,35000,45000,40000
M,53,4,35000,45000,40000
M,26,4,30000,35000,32500
M,42,4,30000,40000,35000
M,26,4,30000,35000,32500
M,54,4,35000,45000,40000
M,36,4,30000,40000,35000
M,55,4,35000,45000,40000
M,44,4,35000,45000,40000
M,31,4,30000,40000,35000
M,64,4,35000,45000,40000
M,50,4,32000,42000,37000
M,33,4,30000,40000,35000
M,30,4,30000,40000,35000
M,33,4,30000,40000,35000
M,26,4,28000,35000,31500
M,51,4,30000,40000,35000
M,39,4,30000,40000,35000
M,44,4,30000,40000,35000
M,36,4,30000,40000,35000
M,50,4,35000,45000,40000
M,55,4,35000,45000,40000
M,31,4,30000,40000,35000
M,46,4,35000,45000,40000
M,49,4,30000,40000,35000
M,63,4,35000,45000,40000
M,57,4,30000,40000,35000
M,36,4,30000,40000,35000
M,43,4,30000,40000,35000
M,37,4,30000,40000,35000
M,65,4,35000,45000,40000
M,58,4,35000,45000,40000
M,58,4,30000,45000,37500
M,59,4,35000,45000,40000
M,56,4,35000,45000,40000
M,28,4,30000,38000,34000
M,29,4,30000,38000,34000
M,62,4,35000,45000,40000
M,64,4,35000,45000,40000
M,58,4,35000,45000,40000
M,63,4,35000,45000,40000
M,31,4,30000,40000,35000
M,32,4,30000,38000,34000
M,28,4,30000,40000,35000
M,40,4,30000,40000,35000
M,44,4,30000,40000,35000
M,35,4,30000,40000,35000
M,29,4,30000,38000,34000
M,51,4,35000,45000,40000
M,27,4,30000,35000,32500
M,35,4,30000,40000,35000
M,50,4,30000,40000,35000
M,25,4,28000,35000,31500
M,34,4,30000,40000,35000
M,25,4,30000,35000,32500
M,37,4,30000,40000,35000
M,53,4,35000,45000,40000
M,33,4,30000,38000,34000
M,30,4,30000,40000,35000
M,60,4,35000,45000,40000
M,35,4,30000,40000,35000
M,41,4,30000,40000,35000
M,50,4,35000,45000,40000
M,43,4,30000,40000,35000
M,27,4,30000,38000,34000
M,47,4,30000,40000,35000
M,41,4,30000,40000,35000
M,65,4,35000,45000,40000
M,48,4,30000,40000,35000
M,42,4,30000,40000,35000
M,56,4,35000,45000,40000
M,48,4,35000,45000,40000
M,31,4,30000,40000,35000
M,50,4,30000,40000,35000
M,45,4,30000,40000,35000
M,31,4,30000,38000,34000
M,37,4,30000,40000,35000
M,34,4,30000,40000,35000
M,46,4,30000,40000,35000
M,34,4,30000,40000,35000
M,43,4,32000,42000,37000
M,30,4,30000,40000,35000
M,49,4,30000,40000,35000
M,32,4,30000,40000,35000
M,40,4,30000,40000,35000
M,60,4,35000,45000,40000
M,39,4,30000,40000,35000
M,44,4,30000,40000,35000
M,63,4,35000,45000,40000
M,30,4,30000,40000,35000
M,40,4,30000,40000,35000
M,52,4,35000,45000,40000
M,53,4,35000,45000,40000
M,49,4,30000,40000,35000
M,30,4,30000,40000,35000
M,41,4,30000,40000,35000
M,44,4,30000,40000,35000
M,39,4,30000,40000,35000
M,25,4,28000,35000,31500
M,36,4,30000,40000,35000
M,35,4,30000,40000,35000
M,44,4,35000,45000,40000
M,47,4,30000,40000,35000
M,54,4,35000,45000,40000
M,61,4,35000,45000,40000
M,41,4,30000,40000,35000
M,39,4,30000,40000,35000
M,27,4,30000,35000,32500
M,32,4,30000,40000,35000
M,61,4,35000,45000,40000
M,46,4,30000,40000,35000
M,53,4,35000,45000,40000
M,33,4,32000,38000,35000
M,44,4,30000,40000,35000
M,63,4,35000,45000,40000
M,29,4,30000,40000,35000
M,38,4,30000,40000,35000
M,27,4,30000,35000,32500
M,41,4,30000,40000,35000
M,55,4,35000,45000,40000
M,38,4,30000,40000,35000
M,59,4,35000,45000,40000
M,63,4,35000,45000,40000
M,40,4,32000,42000,37000
M,38,4,30000,40000,35000
M,47,4,30000,40000,35000
M,58,4,35000,45000,40000
M,36,4,30000,40000,35000
M,54,4,35000,45000,40000
M,54,4,30000,40000,35000
M,44,4,30000,40000,35000
M,60,4,35000,45000,40000
M,48,4,32000,42000,37000
M,45,4,30000,40000,35000
M,35,4,30000,40000,35000
M,31,4,30000,40000,35000
M,41,4,30000,40000,35000
M,34,4,30000,40000,35000
M,62,4,30000,40000,35000
M,28,4,30000,38000,34000
M,45,4,30000,40000,35000
M,46,4,30000,40000,35000
M,34,4,30000,40000,35000
M,32,4,30000,40000,35000
M,43,4,30000,40000,35000
M,50,4,35000,45000,40000
M,33,4,30000,40000,35000
M,35,4,30000,40000,35000
M,62,4,35000,45000,40000
M,25,4,28000,35000,31500
M,27,5,35000,45000,40000
M,48,5,45000,65000,55000
M,25,5,30000,45000,37500
M,57,5,45000,65000,55000
M,59,5,45000,65000,55000
M,46,5,45000,65000,55000
M,42,5,45000,65000,55000
M,45,5,45000,65000,55000
M,64,5,45000,65000,55000
M,29,5,35000,45000,40000
M,54,5,45000,65000,55000
M,44,5,40000,60000,50000
M,29,5,35000,45000,40000
M,52,5,45000,65000,55000
M,58,5,45000,65000,55000
M,49,5,45000,65000,55000
M,41,5,40000,60000,50000
M,62,5,40000,60000,50000
M,50,5,45000,65000,55000
M,39,5,40000,55000,47500
M,65,5,40000,60000,50000
M,61,5,45000,65000,55000
M,62,5,45000,65000,55000
M,58,5,45000,65000,55000
M,45,5,45000,65000,55000
M,31,5,35000,45000,40000
M,33,5,35000,50000,42500
M,58,5,45000,65000,55000
M,40,5,40000,60000,50000
M,27,5,35000,45000,40000
M,31,5,35000,45000,40000
M,31,5,35000,45000,40000
M,54,5,45000,65000,55000
M,59,5,45000,65000,55000
M,40,5,40000,60000,50000
M,63,5,40000,60000,50000
M,29,5,35000,45000,40000
M,38,5,40000,55000,47500
M,51,5,45000,65000,55000
M,59,5,45000,65000,55000
M,57,5,45000,65000,55000
M,64,5,45000,65000,55000
M,56,5,45000,65000,55000
M,65,5,45000,65000,55000
M,25,5,30000,45000,37500
M,53,5,45000,65000,55000
M,42,5,40000,60000,50000
M,30,5,35000,45000,40000
M,26,5,35000,45000,40000
M,56,5,45000,65000,55000
M,44,5,45000,65000,55000
M,52,5,45000,65000,55000
M,48,5,45000,65000,55000
M,56,5,45000,65000,55000
M,53,5,45000,65000,55000
M,28,5,35000,45000,40000
M,41,5,40000,60000,50000
M,41,5,40000,60000,50000
M,41,5,40000,60000,50000
M,36,5,40000,55000,47500
M,51,5,45000,65000,55000
M,31,5,35000,45000,40000
M,37,5,35000,55000,45000
M,49,5,45000,65000,55000
M,58,5,45000,65000,55000
M,26,5,35000,45000,40000
M,38,5,40000,60000,50000
M,60,5,45000,65000,55000
M,26,5,35000,45000,40000
M,33,5,35000,45000,40000
M,52,5,45000,65000,55000
M,45,5,45000,65000,55000
M,33,5,35000,45000,40000
M,47,5,45000,65000,55000
M,56,5,45000,65000,55000
M,38,5,40000,55000,47500
M,47,5,45000,65000,55000
M,53,5,45000,65000,55000
M,41,5,45000,60000,52500
M,50,5,45000,65000,55000
M,35,5,35000,55000,45000
M,33,5,35000,45000,40000
M,34,5,35000,50000,42500
M,58,5,45000,65000,55000
M,54,5,45000,65000,55000
M,53,5,45000,65000,55000
M,54,5,45000,65000,55000
M,45,5,40000,60000,50000
M,53,5,45000,65000,55000
M,57,5,45000,65000,55000
M,62,5,45000,65000,55000
M,36,5,40000,55000,47500
M,25,5,30000,45000,37500
M,36,5,40000,55000,47500
M,41,5,40000,55000,47500
M,51,5,45000,65000,55000
M,54,5,45000,65000,55000
M,59,5,45000,65000,55000
M,53,5,45000,65000,55000
M,29,5,35000,45000,40000
M,29,5,35000,45000,40000
M,39,5,40000,55000,47500
M,44,5,40000,60000,50000
M,44,5,40000,60000,50000
M,32,5,35000,50000,42500
M,44,5,40000,60000,50000
M,47,5,40000,60000,50000
M,62,5,45000,65000,55000
M,58,5,45000,65000,55000
M,35,5,40000,55000,47500
M,41,5,40000,60000,50000
M,26,5,35000,45000,40000
M,35,5,40000,55000,47500
M,52,5,45000,65000,55000
M,43,5,45000,65000,55000
M,55,5,45000,65000,55000
M,30,5,35000,45000,40000
M,65,5,45000,65000,55000
M,43,5,45000,65000,55000
M,60,5,45000,65000,55000
M,37,5,40000,55000,47500
M,64,5,45000,65000,55000
M,65,5,40000,60000,50000
M,53,5,45000,65000,55000
M,25,5,30000,40000,35000
M,35,5,40000,55000,47500
M,42,5,40000,60000,50000
M,32,5,35000,45000,40000
M,53,5,45000,65000,55000
M,39,5,40000,55000,47500
M,29,5,35000,45000,40000
M,43,5,45000,65000,55000
M,40,5,40000,60000,50000
M,60,5,45000,65000,55000
M,36,5,40000,55000,47500
M,59,5,45000,65000,55000
M,39,5,40000,55000,47500
M,31,5,35000,45000,40000
M,25,5,30000,45000,37500
M,26,5,35000,45000,40000
M,47,5,45000,65000,55000
M,27,5,35000,45000,40000
M,60,5,45000,65000,55000
M,32,5,35000,45000,40000
M,61,5,45000,65000,55000
M,27,5,35000,45000,40000
M,56,5,45000,65000,55000
M,40,5,45000,65000,55000
M,54,5,45000,65000,55000
M,49,5,45000,65000,55000
M,25,5,35000,45000,40000
M,29,5,35000,45000,40000
M,50,5,45000,65000,55000
M,38,5,40000,55000,47500
M,56,5,45000,65000,55000
M,59,5,45000,65000,55000
M,65,5,45000,65000,55000
M,27,5,35000,45000,40000
M,28,5,35000,45000,40000
M,39,5,40000,55000,47500
M,37,5,40000,55000,47500
M,34,5,40000,55000,47500
M,40,5,40000,60000,50000
M,44,5,40000,60000,50000
M,50,5,45000,65000,55000
M,36,5,40000,55000,47500
M,30,5,35000,45000,40000
M,25,5,30000,45000,37500
M,44,5,40000,60000,50000
M,43,5,45000,65000,55000
M,25,5,30000,45000,37500
M,33,5,35000,45000,40000
M,38,5,40000,60000,50000
M,54,5,45000,65000,55000
M,58,5,45000,65000,55000
M,43,5,40000,60000,50000
M,32,5,35000,50000,42500
M,38,5,40000,55000,47500
M,57,5,45000,65000,55000
M,35,5,40000,55000,47500
M,33,5,35000,45000,40000
M,36,5,40000,55000,47500
M,54,5,45000,65000,55000
M,43,5,45000,65000,55000
M,27,5,35000,45000,40000
M,35,5,40000,55000,47500
M,38,5,40000,55000,47500
M,43,5,45000,65000,55000
M,30,5,35000,45000,40000
M,62,5,45000,65000,55000
M,31,5,35000,45000,40000
M,30,5,35000,45000,40000
M,34,5,35000,50000,42500
M,47,5,45000,65000,55000
M,29,5,35000,45000,40000
M,62,5,45000,65000,55000
M,60,5,45000,65000,55000
M,62,5,45000,65000,55000
M,55,5,45000,65000,55000
M,30,5,35000,45000,40000
M,63,5,45000,65000,55000
M,34,5,35000,50000,42500
M,43,5,45000,65000,55000
M,63,5,40000,60000,50000
M,29,5,35000,45000,40000
M,25,5,35000,45000,40000
M,26,5,35000,45000,40000
M,37,5,40000,55000,47500
M,53,5,45000,65000,55000
M,51,5,45000,65000,55000
M,55,5,45000,65000,55000
M,61,5,45000,65000,55000
M,42,5,45000,65000,55000
M,45,5,45000,65000,55000
M,61,5,45000,65000,55000
M,60,5,45000,65000,55000
M,25,5,30000,45000,37500
M,43,5,40000,60000,50000
M,28,5,35000,45000,40000
M,38,5,40000,55000,47500
M,50,5,45000,65000,55000
M,31,5,35000,45000,40000
M,45,5,40000,60000,50000
M,45,5,45000,65000,55000
M,65,5,45000,65000,55000
M,48,5,45000,65000,55000
M,63,5,45000,65000,55000
M,55,5,45000,65000,55000
M,49,5,45000,65000,55000
M,54,5,45000,65000,55000
M,50,5,45000,65000,55000
M,42,5,40000,60000,50000
M,32,5,35000,45000,40000
M,42,5,45000,65000,55000
M,25,5,30000,40000,35000
M,56,5,45000,65000,55000
M,57,5,45000,65000,55000
M,63,5,45000,65000,55000
M,63,5,45000,65000,55000
M,50,5,45000,65000,55000
M,27,5,35000,45000,40000
M,61,5,45000,65000,55000
M,34,5,35000,45000,40000
M,49,5,40000,60000,50000
M,38,5,40000,55000,47500
M,43,5,45000,65000,55000
M,49,5,45000,65000,55000
M,39,5,40000,55000,47500
M,53,5,45000,65000,55000
M,41,5,40000,60000,50000
M,33,5,35000,45000,40000
M,42,5,40000,60000,50000
M,52,5,45000,65000,55000
M,39,5,40000,55000,47500
M,61,5,45000,65000,55000
M,35,5,40000,55000,47500
M,26,5,35000,45000,40000
M,63,5,40000,60000,50000
M,44,5,40000,60000,50000
M,46,5,45000,65000,55000
M,38,5,40000,55000,47500
M,62,5,45000,65000,55000
M,50,5,45000,65000,55000
M,56,5,45000,65000,55000
M,59,5,45000,65000,55000
M,58,5,45000,65000,55000
M,45,5,45000,65000,55000
M,43,5,40000,60000,50000
M,58,5,45000,65000,55000
M,53,5,45000,65000,55000
M,36,5,40000,55000,47500
M,58,5,45000,65000,55000
M,49,5,45000,65000,55000
M,46,5,45000,65000,55000
M,44,5,40000,60000,50000
M,29,5,35000,45000,40000
M,27,5,35000,45000,40000
M,25,5,30000,45000,37500
M,55,5,45000,65000,55000
M,38,5,40000,55000,47500
M,65,5,45000,65000,55000
M,42,5,40000,60000,50000
M,32,5,35000,45000,40000
M,41,5,40000,55000,47500
M,38,5,40000,55000,47500
M,30,5,35000,45000,40000
M,53,5,45000,65000,55000
M,64,5,45000,65000,55000
M,27,5,35000,45000,40000
M,52,5,45000,65000,55000
M,39,5,40000,55000,47500
M,26,5,35000,45000,40000
M,51,5,45000,65000,55000
M,55,5,45000,65000,55000
M,41,5,40000,60000,50000
M,62,5,45000,65000,55000
M,60,5,45000,65000,55000
M,64,5,45000,65000,55000
M,58,5,45000,65000,55000
M,32,5,35000,45000,40000
F,65,1,45000,65000,55000
F,25,1,35000,45000,40000
F,52,1,45000,65000,55000
F,59,1,45000,65000,55000
F,26,1,35000,45000,40000
F,28,1,40000,55000,47500
F,46,1,45000,65000,55000
F,49,1,45000,65000,55000
F,40,1,45000,65000,55000
F,33,1,40000,55000,47500
F,29,1,40000,55000,47500
F,58,1,45000,65000,55000
F,52,1,45000,65000,55000
F,38,1,45000,65000,55000
F,34,1,40000,55000,47500
F,38,1,45000,65000,55000
F,38,1,45000,65000,55000
F,59,1,45000,65000,55000
F,47,1,45000,65000,55000
F,34,1,40000,55000,47500
F,57,1,45000,65000,55000
F,62,1,45000,65000,55000
F,25,1,35000,45000,40000
F,25,1,35000,45000,40000
F,42,1,45000,65000,55000
F,60,1,45000,65000,55000
F,40,1,45000,65000,55000
F,37,1,40000,60000,50000
F,60,1,45000,65000,55000
F,51,1,45000,65000,55000
F,61,1,45000,65000,55000
F,35,1,40000,60000,50000
F,60,1,45000,65000,55000
F,48,1,45000,65000,55000
F,48,1,45000,65000,55000
F,37,1,40000,60000,50000
F,53,1,45000,65000,55000
F,61,1,45000,65000,55000
F,48,1,45000,65000,55000
F,32,1,40000,55000,47500
F,58,1,45000,65000,55000
F,41,1,45000,65000,55000
F,38,1,45000,65000,55000
F,52,1,45000,65000,55000
F,36,1,40000,60000,50000
F,34,1,40000,60000,50000
F,46,1,45000,65000,55000
F,37,1,45000,65000,55000
F,49,1,45000,65000,55000
F,52,1,45000,65000,55000
F,56,1,45000,65000,55000
F,54,1,45000,65000,55000
F,40,1,45000,65000,55000
F,33,1,40000,55000,47500
F,48,1,45000,65000,55000
F,55,1,45000,65000,55000
F,31,1,40000,55000,47500
F,36,1,45000,60000,52500
F,31,1,40000,55000,47500
F,35,1,40000,55000,47500
F,63,1,45000,65000,55000
F,62,1,45000,65000,55000
F,47,1,45000,65000,55000
F,26,1,35000,45000,40000
F,63,1,45000,65000,55000
F,47,1,45000,65000,55000
F,53,1,45000,65000,55000
F,53,1,45000,65000,55000
F,64,1,45000,65000,55000
F,49,1,45000,65000,55000
F,29,1,40000,55000,47500
F,64,1,45000,65000,55000
F,52,1,45000,65000,55000
F,27,1,35000,45000,40000
F,62,1,45000,65000,55000
F,59,1,45000,65000,55000
F,48,1,45000,65000,55000
F,42,1,45000,65000,55000
F,28,1,40000,55000,47500
F,47,1,45000,65000,55000
F,25,1,35000,45000,40000
F,52,1,45000,65000,55000
F,50,1,45000,65000,55000
F,44,1,45000,65000,55000
F,29,1,40000,55000,47500
F,48,1,45000,65000,55000
F,48,1,45000,65000,55000
F,57,1,45000,65000,55000
F,47,1,45000,65000,55000
F,47,1,45000,65000,55000
F,42,1,45000,65000,55000
F,64,1,45000,65000,55000
F,63,1,45000,65000,55000
F,43,1,45000,65000,55000
F,26,1,35000,45000,40000
F,28,1,40000,55000,47500
F,47,1,45000,65000,55000
F,57,1,45000,65000,55000
F,58,1,45000,65000,55000
F,61,1,45000,65000,55000
F,47,1,45000,65000,55000
F,47,1,45000,65000,55000
F,39,1,45000,65000,55000
F,26,1,35000,45000,40000
F,30,1,40000,55000,47500
F,56,1,45000,65000,55000
F,48,1,45000,65000,55000
F,38,1,45000,65000,55000
F,39,1,45000,65000,55000
F,58,1,45000,65000,55000
F,36,1,40000,60000,50000
F,61,1,45000,65000,55000
F,27,1,35000,45000,40000
F,49,1,45000,65000,55000
F,57,1,45000,65000,55000
F,43,1,45000,65000,55000
F,53,1,45000,65000,55000
F,53,1,45000,65000,55000
F,35,1,40000,55000,47500
F,56,1,45000,65000,55000
F,63,1,45000,65000,55000
F,65,1,45000,65000,55000
F,35,1,40000,55000,47500
F,26,1,35000,45000,40000
F,65,1,45000,65000,55000
F,50,1,45000,65000,55000
F,41,1,45000,65000,55000
F,29,1,40000,55000,47500
F,55,1,45000,65000,55000
F,56,1,45000,65000,55000
F,62,1,45000,65000,55000
F,39,1,45000,65000,55000
F,52,1,45000,65000,55000
F,42,1,45000,65000,55000
F,34,1,45000,65000,55000
F,30,1,40000,55000,47500
F,37,1,40000,60000,50000
F,45,1,45000,65000,55000
F,32,1,40000,55000,47500
F,57,1,45000,65000,55000
F,57,1,45000,65000,55000
F,64,1,45000,65000,55000
F,61,1,45000,65000,55000
F,48,1,45000,65000,55000
F,31,1,40000,55000,47500
F,32,1,40000,55000,47500
F,34,1,40000,60000,50000
F,31,1,40000,55000,47500
F,36,1,45000,65000,55000
F,30,1,40000,55000,47500
F,61,1,45000,65000,55000
F,27,1,38000,48000,43000
F,47,1,45000,65000,55000
F,41,1,45000,65000,55000
F,51,1,45000,65000,55000
F,50,1,45000,65000,55000
F,39,1,45000,65000,55000
F,34,1,40000,60000,50000
F,47,1,45000,65000,55000
F,28,1,40000,55000,47500
F,25,1,35000,45000,40000
F,60,1,45000,65000,55000
F,35,1,40000,60000,50000
F,57,1,45000,65000,55000
F,40,1,45000,65000,55000
F,50,1,45000,65000,55000
F,57,1,45000,65000,55000
F,51,1,45000,65000,55000
F,61,1,45000,65000,55000
F,44,1,45000,65000,55000
F,56,1,45000,65000,55000
F,35,1,40000,60000,50000
F,32,1,40000,55000,47500
F,44,1,45000,65000,55000
F,59,1,45000,65000,55000
F,45,1,45000,65000,55000
F,33,1,40000,55000,47500
F,32,1,40000,55000,47500
F,28,1,40000,55000,47500
F,37,1,40000,60000,50000
F,65,1,45000,65000,55000
F,37,1,40000,60000,50000
F,37,1,40000,60000,50000
F,58,1,45000,65000,55000
F,40,1,45000,65000,55000
F,42,1,45000,65000,55000
F,43,1,45000,65000,55000
F,31,1,40000,55000,47500
F,49,1,45000,65000,55000
F,47,1,45000,65000,55000
F,64,1,45000,60000,52500
F,45,1,45000,65000,55000
F,57,1,45000,65000,55000
F,30,1,40000,55000,47500
F,49,1,45000,65000,55000
F,46,1,45000,65000,55000
F,34,1,40000,60000,50000
F,52,1,45000,65000,55000
F,25,1,35000,45000,40000
F,26,1,35000,45000,40000
F,41,1,45000,65000,55000
F,49,1,45000,65000,55000
F,40,1,45000,65000,55000
F,47,1,45000,65000,55000
F,42,1,45000,65000,55000
F,54,1,45000,65000,55000
F,44,1,45000,65000,55000
F,26,1,35000,45000,40000
F,65,1,45000,65000,55000
F,38,1,45000,65000,55000
F,34,1,40000,60000,50000
F,35,1,40000,60000,50000
F,26,1,35000,45000,40000
F,56,1,45000,65000,55000
F,54,1,45000,65000,55000
F,28,1,40000,55000,47500
F,40,1,45000,65000,55000
F,28,1,40000,55000,47500
F,56,1,45000,65000,55000
F,43,1,45000,65000,55000
F,29,1,40000,55000,47500
F,33,1,40000,55000,47500
F,52,1,45000,65000,55000
F,35,1,40000,55000,47500
F,60,1,45000,65000,55000
F,53,1,45000,65000,55000
F,31,1,40000,55000,47500
F,62,1,45000,65000,55000
F,51,1,45000,65000,55000
F,62,1,45000,65000,55000
F,50,1,45000,65000,55000
F,54,1,45000,65000,55000
F,36,1,40000,60000,50000
F,40,1,45000,65000,55000
F,65,1,45000,65000,55000
F,63,1,45000,65000,55000
F,41,1,45000,65000,55000
F,35,1,40000,60000,50000
F,29,1,40000,55000,47500
F,58,1,45000,65000,55000
F,31,1,40000,55000,47500
F,57,1,45000,65000,55000
F,65,1,45000,65000,55000
F,32,1,40000,55000,47500
F,26,1,35000,45000,40000
F,55,1,45000,65000,55000
F,58,1,45000,65000,55000
F,28,1,35000,50000,42500
F,42,1,45000,65000,55000
F,28,1,35000,50000,42500
F,35,1,40000,55000,47500
F,37,1,40000,60000,50000
F,51,1,45000,65000,55000
F,60,1,45000,65000,55000
F,42,1,45000,65000,55000
F,56,1,45000,65000,55000
F,40,1,45000,65000,55000
F,56,1,45000,65000,55000
F,40,1,45000,65000,55000
F,64,1,45000,60000,52500
F,25,1,35000,45000,40000
F,43,1,45000,65000,55000
F,46,1,45000,65000,55000
F,51,1,45000,65000,55000
F,58,1,45000,65000,55000
F,31,1,40000,55000,47500
F,48,1,45000,65000,55000
F,63,1,45000,65000,55000
F,28,1,40000,55000,47500
F,61,1,45000,65000,55000
F,43,1,45000,65000,55000
F,27,1,35000,45000,40000
F,47,1,45000,65000,55000
F,34,1,40000,60000,50000
F,47,1,45000,65000,55000
F,57,1,45000,65000,55000
F,50,1,45000,65000,55000
F,31,1,40000,55000,47500
F,41,1,45000,65000,55000
F,44,1,45000,65000,55000
F,26,1,35000,45000,40000
F,57,1,45000,65000,55000
F,35,1,40000,60000,50000
F,60,1,45000,65000,55000
F,43,1,45000,65000,55000
F,42,1,45000,65000,55000
F,62,1,45000,65000,55000
F,36,1,40000,60000,50000
F,51,1,45000,65000,55000
F,53,1,45000,65000,55000
F,27,1,35000,45000,40000
F,58,1,45000,65000,55000
F,65,1,45000,65000,55000
F,48,1,45000,65000,55000
F,64,1,45000,60000,52500
F,47,1,45000,65000,55000
F,30,1,40000,55000,47500
F,26,1,35000,45000,40000
F,55,1,45000,65000,55000
F,39,1,45000,65000,55000
F,56,2,32000,42000,37000
F,43,2,32000,42000,37000
F,53,2,32000,42000,37000
F,34,2,30000,40000,35000
F,59,2,35000,45000,40000
F,59,2,35000,45000,40000
F,29,2,30000,40000,35000
F,64,2,30000,45000,37500
F,63,2,32000,42000,37000
F,46,2,32000,42000,37000
F,25,2,28000,38000,33000
F,40,2,30000,40000,35000
F,65,2,30000,45000,37500
F,33,2,30000,40000,35000
F,44,2,32000,42000,37000
F,48,2,30000,40000,35000
F,64,2,30000,40000,35000
F,26,2,28000,38000,33000
F,47,2,32000,42000,37000
F,52,2,30000,45000,37500
F,53,2,35000,45000,40000
F,36,2,30000,40000,35000
F,63,2,30000,40000,35000
F,35,2,30000,40000,35000
F,33,2,30000,40000,35000
F,52,2,35000,45000,40000
F,55,2,35000,45000,40000
F,51,2,32000,42000,37000
F,65,2,30000,40000,35000
F,52,2,35000,45000,40000
F,48,2,32000,42000,37000
F,26,2,28000,38000,33000
F,40,2,30000,40000,35000
F,52,2,32000,42000,37000
F,54,2,35000,45000,40000
F,45,2,30000,40000,35000
F,47,2,35000,45000,40000
F,46,2,30000,45000,37500
F,62,2,35000,45000,40000
F,53,2,30000,45000,37500
F,46,2,32000,42000,37000
F,37,2,30000,40000,35000
F,50,2,32000,42000,37000
F,28,2,30000,40000,35000
F,44,2,30000,40000,35000
F,61,2,32000,45000,38500
F,35,2,30000,40000,35000
F,53,2,32000,42000,37000
F,61,2,30000,45000,37500
F,39,2,32000,42000,37000
F,28,2,30000,40000,35000
F,35,2,30000,40000,35000
F,51,2,32000,42000,37000
F,38,2,30000,40000,35000
F,55,2,35000,45000,40000
F,36,2,30000,40000,35000
F,50,2,32000,42000,37000
F,63,2,30000,45000,37500
F,55,2,35000,45000,40000
F,43,2,32000,42000,37000
